Timestamp	Open	High	Low	Close	Volume (BTC)	Volume (Currency)	Weighted Price
2015-01-06 15:00:00	272.474	273.499	271.234	272.3	573.47	155912.32	271.88
2015-01-06 16:00:00	272.245	273.49	270.711	273.229	127.14	34593.39	272.08
2015-01-06 17:00:00	273.229	273.753	272.8	273.752	313.65	85674.09	273.15
2015-01-06 18:00:00	273.101	283.5	273.101	283.458	1610.53	446029.22	276.94
2015-01-06 19:00:00	283.459	285.76	278.5	282.392	1156.56	326946.77	282.69
2015-01-06 20:00:00	282.337	285.76	281	282.901	390.6	110555.29	283.04
2015-01-06 21:00:00	282.908	284.9	280.562	284.517	407.04	114972.47	282.46
2015-01-06 22:00:00	284.517	286.28	281.172	282.8	745.08	212218.21	284.83
2015-01-06 23:00:00	283.044	285.496	282.801	284.1	136.03	38649.52	284.11
2015-01-07 00:00:00	284.397	288	282.628	283.468	317.17	90406.11	285.04
2015-01-07 01:00:00	283	284.635	282.2	283.63	40.8	11547.9	283.06
2015-01-07 02:00:00	283.629	284.9	281.16	281.896	173.44	49010.96	282.58
2015-01-07 03:00:00	282.613	284.311	281.526	282.182	157.72	44623.83	282.94
2015-01-07 04:00:00	282.182	286.03	282.182	284.998	152.01	43222.4	284.35
2015-01-07 05:00:00	284.999	293	284.268	287.102	602.88	174125.73	288.82
2015-01-07 06:00:00	287.102	287.995	285	285	202.77	58014.7	286.11
2015-01-07 07:00:00	285.071	286.999	285	286.99	275.46	78726.34	285.79
2015-01-07 08:00:00	286.9	289	285.5	287	383.22	110157.43	287.45
2015-01-07 09:00:00	286.539	288.02	283.233	284.932	372.25	106611.12	286.4
2015-01-07 10:00:00	284.311	286.989	283.731	286.954	159.83	45529.81	284.86
2015-01-07 11:00:00	286.672	286.954	282.728	284.5	166.61	47436.93	284.72
2015-01-07 12:00:00	284.105	285.998	282.545	284.05	168.71	47934.24	284.13
2015-01-07 13:00:00	284.05	285.81	284.036	285	137.94	39298.49	284.89
2015-01-07 14:00:00	285	285	283	283.395	121.3	34474.42	284.22
2015-01-07 15:00:00	283.395	285	282.603	285	180.19	51217.21	284.24
2015-01-07 16:00:00	284.6	285.171	284	284.703	249.01	70944.69	284.9
2015-01-07 17:00:00	284.703	286.623	284	286.623	109.48	31275.49	285.68
2015-01-07 18:00:00	286.627	294	285.221	291.982	1591.34	459631.68	288.83
2015-01-07 19:00:00	291.983	302	291	293.356	4133.99	1222604.53	295.74
2015-01-07 20:00:00	293.361	296.644	291.102	295	266.86	78463.6	294.03
2015-01-07 21:00:00	295	296.865	291.331	292	294.12	86594.02	294.42
2015-01-07 22:00:00	292	294.694	291.796	294.178	271.31	79479.27	292.95
2015-01-07 23:00:00	294.088	295	292.14	293.55	173.82	51065.46	293.79
2015-01-08 00:00:00	293.524	293.998	292	292.406	135.59	39691.19	292.73
2015-01-08 01:00:00	292.415	293.963	289.6	292.077	195.02	56731.56	290.9
2015-01-08 02:00:00	291.838	292.95	287.629	289.098	286.6	82849.13	289.07
2015-01-08 03:00:00	289.323	291.896	289	290	153.9	44690.14	290.39
2015-01-08 04:00:00	290	292.818	289.151	291.843	46.83	13643.84	291.33
2015-01-08 05:00:00	291.479	292.356	289.265	289.877	94.18	27307.5	289.95
2015-01-08 06:00:00	289.8	291.666	288.908	289.778	66.3	19207.5	289.72
2015-01-08 07:00:00	290.322	291.979	288.478	290.395	209.77	60879.24	290.22
2015-01-08 08:00:00	290.22	290.659	287.5	288.4	264.93	76522.35	288.84
2015-01-08 09:00:00	288.4	288.996	285.97	288.237	316.63	90845.03	286.92
2015-01-08 10:00:00	288.486	288.999	286.999	287.99	314.12	90461.81	287.99
2015-01-08 11:00:00	287.99	287.99	284.1	284.151	794.1	226506.5	285.24
2015-01-08 12:00:00	284.895	286.492	284.1	285.313	244.9	69768.18	284.89
2015-01-08 13:00:00	285.313	285.353	282.5	282.5	585.05	165940.49	283.63
2015-01-08 14:00:00	283.065	286	282.268	285.2	217	61624.95	283.99
2015-01-08 15:00:00	284.358	287	284.358	285.5	245.38	70036.47	285.42
2015-01-08 16:00:00	284.9	285.5	284.5	284.557	332.32	94699.24	284.96
2015-01-08 17:00:00	285.28	289	285	288.837	522.54	150041.94	287.14
2015-01-08 18:00:00	288.59	288.59	285	285.983	692.93	198147.44	285.96
2015-01-08 19:00:00	285.985	288.625	285	286.678	696.08	198896.76	285.74
2015-01-08 20:00:00	286.6	288.555	285.63	287.8	167.43	48102.41	287.3
2015-01-08 21:00:00	287.646	289	287.029	288.102	328.46	94638.81	288.13
2015-01-08 22:00:00	288.102	288.102	283	283	501.76	143415.99	285.82
2015-01-08 23:00:00	283.045	284.66	282.059	282.1	182.23	51508	282.65
2015-01-09 00:00:00	283	283.495	278	281	439.83	123436.97	280.64
2015-01-09 01:00:00	281	282.484	279.2	281.62	94.81	26644.42	281.04
2015-01-09 02:00:00	281.62	282.915	279.005	281.159	111	31229.58	281.35
2015-01-09 03:00:00	280.366	281.478	277.106	279.746	300.91	83916.86	278.87
2015-01-09 04:00:00	279.745	281.299	278.941	280.911	139.38	39023.25	279.98
2015-01-09 05:00:00	280.911	282.91	280.911	282.048	73.4	20694.04	281.92
2015-01-09 06:00:00	281.451	284.041	281.45	283	74.91	21232.81	283.44
2015-01-09 07:00:00	282.81	284.121	282.39	282.39	85.04	24055.39	282.87
2015-01-09 08:00:00	283.28	283.801	280	281	374.06	105292.03	281.48
2015-01-09 09:00:00	280.613	281.986	280.001	281.3	189.74	53274.4	280.78
2015-01-09 10:00:00	280.955	281.997	280.848	281.55	80.65	22692.24	281.35
2015-01-09 11:00:00	281.529	283.953	280.554	281.799	857.42	241648.76	281.83
2015-01-09 12:00:00	281.946	285.998	279.51	283.017	328.43	92583.29	281.9
2015-01-09 13:00:00	283.378	285.212	282.023	283.01	234.99	66643.71	283.6
2015-01-09 14:00:00	283.01	285.25	282.616	283	362.09	102736.03	283.73
2015-01-09 15:00:00	283.124	285.12	282.888	283.5	162.98	46184.73	283.37
2015-01-09 16:00:00	284	284.569	282.879	282.879	284.52	80719.44	283.7
2015-01-09 17:00:00	282.947	285.25	282.7	285.25	332.32	94417.54	284.12
2015-01-09 18:00:00	285.179	285.925	283.4	285.056	189.13	53921.06	285.1
2015-01-09 19:00:00	285.17	289	284.001	288.234	1196.56	342966.13	286.63
2015-01-09 20:00:00	288.234	292.122	285.35	287.987	861.23	248251.52	288.25
2015-01-09 21:00:00	287.603	288	279	283.843	1356.31	386520.25	284.98
2015-01-09 22:00:00	283.895	284.798	280.501	284.431	174.17	49349.36	283.33
2015-01-09 23:00:00	284.548	287.98	284.431	285.983	306.49	87843.64	286.61
2015-01-10 00:00:00	285.993	287.183	281.804	282.582	183.9	52315.98	284.48
2015-01-10 01:00:00	283.96	283.992	281.078	283.699	214.29	60376.68	281.75
2015-01-10 02:00:00	283.699	283.996	282	282.127	69.52	19660.26	282.81
2015-01-10 03:00:00	282.127	283.591	281	282.616	115.67	32633.68	282.13
2015-01-10 04:00:00	282.616	284.615	282.455	284.615	114.09	32420.92	284.16
2015-01-10 05:00:00	284.622	284.89	283.752	284	48.22	13727.44	284.68
2015-01-10 06:00:00	283.999	284	281	282.6	148.83	42071.86	282.69
2015-01-10 07:00:00	282.469	282.469	278	280.62	160.85	45011.07	279.84
2015-01-10 08:00:00	280.623	281.988	273.2	274.351	760.49	210334.59	276.58
2015-01-10 09:00:00	275	276.8	273.2	275.667	498.71	137117.35	274.94
2015-01-10 10:00:00	275.819	277.487	275	276.908	260.33	71782.71	275.74
2015-01-10 11:00:00	275.921	277.712	274.65	277.699	218.41	60250.94	275.86
2015-01-10 12:00:00	276.83	277.699	273.4	273.861	339.24	93378.88	275.26
2015-01-10 13:00:00	273.861	276.056	270.542	272.192	349.19	95086.05	272.31
2015-01-10 14:00:00	272.192	273.713	270.567	272.5	354.54	96459.9	272.07
2015-01-10 15:00:00	272.503	274	267.301	270.114	1138.2	308729.74	271.24
2015-01-10 16:00:00	270.114	273.49	268.436	272.964	145.93	39634.2	271.6
2015-01-10 17:00:00	273.333	273.477	268	271.319	238.4	64486.61	270.5
2015-01-10 18:00:00	271.372	273	270.5	271.695	155.42	42307.94	272.22
2015-01-10 19:00:00	271.695	273.5	271	271.665	151.89	41308.02	271.96
2015-01-10 20:00:00	271.665	273	271.12	271.598	274.73	74714.77	271.95
2015-01-10 21:00:00	271.598	273.317	271.507	272.054	71.17	19375.05	272.25
2015-01-10 22:00:00	272.03	273.984	271.99	271.991	324.62	88512.86	272.67
2015-01-10 23:00:00	271.991	274	271.69	272.543	92.93	25296.84	272.23
2015-01-11 00:00:00	272.543	273.981	271.733	273.29	175.14	47822.55	273.06
2015-01-11 01:00:00	273.29	276	273.29	274.427	196.74	54057.79	274.77
2015-01-11 02:00:00	274.511	277.25	274.41	276.814	69.58	19223.62	276.29
2015-01-11 03:00:00	276.917	278.466	274.86	275.814	156.79	43353.47	276.51
2015-01-11 04:00:00	275.443	276	273.373	274.158	77.94	21399.32	274.56
2015-01-11 05:00:00	274.146	274.201	272	273.001	59.91	16347.64	272.86
2015-01-11 06:00:00	273.001	273.678	271.996	272.766	90.87	24775.41	272.65
2015-01-11 07:00:00	272.894	273.428	272.21	272.252	19.14	5216.27	272.54
2015-01-11 08:00:00	272.252	274.698	272.192	274.228	153.63	42023.7	273.53
2015-01-11 09:00:00	273.68	273.794	271.695	271.8	120.86	32960.61	272.71
2015-01-11 10:00:00	271.8	273	271.691	272.5	233.51	63668.73	272.66
2015-01-11 11:00:00	272.23	277.31	271.85	273.618	254.6	69620.71	273.45
2015-01-11 12:00:00	273.512	274.922	272	272.5	438.47	119408.03	272.33
2015-01-11 13:00:00	272.5	274	272.5	274	179.09	49047.36	273.87
2015-01-11 14:00:00	273.501	274	272.604	273.64	72.26	19773.95	273.66
2015-01-11 15:00:00	273.666	273.999	266.123	267.64	904.34	244107.7	269.93
2015-01-11 16:00:00	267.211	269.55	266	267.935	331.91	88877.19	267.77
2015-01-11 17:00:00	267.892	269.404	267.463	267.463	266.76	71542.55	268.19
2015-01-11 18:00:00	268.02	268.482	265.5	266.2	245.91	65561.77	266.61
2015-01-11 19:00:00	266.381	266.797	261.625	263.244	608.34	160243.75	263.41
2015-01-11 20:00:00	262.5	263.244	260.101	262.842	506.28	132287.94	261.29
2015-01-11 21:00:00	262.2	264.4	261.394	263.8	859.82	225554.41	262.33
2015-01-11 22:00:00	263.58	268	262.598	264.774	752.28	199634.46	265.37
2015-01-11 23:00:00	264.05	266.497	260.698	263.849	867.51	228545.81	263.45
2015-01-12 00:00:00	262.954	265.927	262.504	264.125	87.86	23243.03	264.55
2015-01-12 01:00:00	264.471	264.471	262.7	264.297	253.87	66821.33	263.22
2015-01-12 02:00:00	263.305	266	263.305	264.617	402.86	106959.25	265.5
2015-01-12 03:00:00	265.788	267	260.169	266.558	543.49	143983.45	264.92
2015-01-12 04:00:00	265.685	269.797	265.66	268.915	347.43	92961.39	267.57
2015-01-12 05:00:00	268.915	269.999	266.495	268.715	247.33	66406.77	268.49
2015-01-12 06:00:00	267.668	268.448	265.808	267.07	243.8	65068.76	266.89
2015-01-12 07:00:00	267.182	268.545	265.021	267.165	273.18	72800.71	266.5
2015-01-12 08:00:00	267.5	268.232	266.101	266.101	253.09	67480.5	266.62
2015-01-12 09:00:00	266.299	266.779	260	263.494	1088.11	286066.66	262.9
2015-01-12 10:00:00	263.494	265.351	257.2	263.494	1334.7	348941.47	261.44
2015-01-12 11:00:00	262.624	266	262.142	264.553	317.11	84007.58	264.92
2015-01-12 12:00:00	264.553	266.876	262.64	264	444.15	117682.47	264.96
2015-01-12 13:00:00	264	265.867	263.003	265.266	345.48	91348.54	264.41
2015-01-12 14:00:00	265.266	268.592	263.749	267	1072.79	285370.56	266.01
2015-01-12 15:00:00	267	269	265.955	267.2	829.07	221487.81	267.15
2015-01-12 16:00:00	267.1	267.992	265.787	266.71	426.89	113791.2	266.56
2015-01-12 17:00:00	266.922	267.8	265.859	266.159	341.28	91064.61	266.83
2015-01-12 18:00:00	266.982	268	264.5	267.714	154.74	41281.55	266.78
2015-01-12 19:00:00	267.732	268.893	262.103	266.968	309.61	82611.15	266.82
2015-01-12 20:00:00	266.111	267	262.503	264.943	252.53	67087.88	265.66
